asset_id,unit_id,period,in_scope,asset_criticality,qds_max,oldest_critical_age_days,kev_count
A01319,OPS_IT_A,P2,1,5,64,110,0
A01320,OPS_IT_A,P2,1,4,53,100,0
A01321,OPS_IT_A,P2,1,5,53,193,0
A01322,OPS_IT_A,P2,1,5,61,545,0
A01323,OPS_IT_A,P2,1,3,31,50,0
A01324,OPS_IT_A,P2,1,5,91,324,0
A01325,OPS_IT_A,P2,1,3,65,33,0
A01326,OPS_IT_A,P2,0,0,0,0,0
A01327,OPS_IT_A,P2,1,5,73,98,0
A01328,OPS_IT_A,P2,0,0,0,0,0
A01329,OPS_IT_A,P2,1,3,67,63,0
A01330,OPS_IT_A,P2,1,4,55,107,0
A01331,OPS_IT_A,P2,0,0,0,0,0
A01332,OPS_IT_A,P2,1,4,77,38,0
A01333,OPS_IT_A,P2,1,4,71,0,0
A01334,OPS_IT_A,P2,0,0,0,0,0
A01335,OPS_IT_A,P2,0,0,0,0,0
A01336,OPS_IT_A,P2,1,4,43,251,0
A01337,OPS_IT_A,P2,0,0,0,0,0
A01338,OPS_IT_A,P2,1,3,69,166,0
A01339,OPS_IT_A,P2,0,0,0,0,0
A01340,OPS_IT_A,P2,1,3,45,122,0
A01341,OPS_IT_A,P2,1,4,73,0,0
A01342,OPS_IT_A,P2,0,0,0,0,0
A01343,OPS_IT_A,P2,1,4,90,41,1
A01344,OPS_IT_A,P2,1,5,58,80,0
A01345,OPS_IT_A,P2,1,5,52,260,0
A01346,OPS_IT_A,P2,0,0,0,0,0
A01347,OPS_IT_A,P2,1,5,72,40,0
A01348,OPS_IT_A,P2,1,4,58,57,0
A01349,OPS_IT_A,P2,1,3,65,132,0
A01350,OPS_IT_A,P2,1,4,62,64,0
A01351,OPS_IT_A,P2,0,0,0,0,0
A01352,OPS_IT_A,P2,0,0,0,0,0
A01353,OPS_IT_A,P2,1,3,66,0,0
A01354,OPS_IT_A,P2,1,4,70,180,0
A01355,OPS_IT_A,P2,1,4,75,70,0
A01356,OPS_IT_A,P2,0,0,0,0,0
A01357,OPS_IT_A,P2,1,3,72,8,0
A01358,OPS_IT_A,P2,1,3,53,227,0
A01359,OPS_IT_A,P2,1,5,41,109,0
A01360,OPS_IT_A,P2,1,3,92,98,0
A01361,OPS_IT_A,P2,1,4,92,141,0
A01362,OPS_IT_A,P2,1,3,82,5,2
A01363,OPS_IT_A,P2,1,4,98,2,0
A01364,OPS_IT_A,P2,1,3,48,47,0
A01365,OPS_IT_A,P2,1,1,80,118,0
A01366,OPS_IT_A,P2,1,4,57,98,0
A01367,OPS_IT_A,P2,1,4,84,67,0
A01368,OPS_IT_A,P2,1,5,68,128,0
A01369,OPS_IT_A,P2,1,4,61,22,0
A01370,OPS_IT_A,P2,0,0,0,0,0
A01371,OPS_IT_A,P2,1,2,78,20,0
A01372,OPS_IT_A,P2,1,3,65,16,0
A01373,OPS_IT_A,P2,1,4,74,47,0
A01374,OPS_IT_A,P2,1,3,88,21,2
A01375,OPS_IT_A,P2,0,0,0,0,0
A01376,OPS_IT_A,P2,1,4,37,120,0
A01377,OPS_IT_A,P2,1,5,78,64,0
A01378,OPS_IT_A,P2,1,3,100,3,0
A01379,OPS_IT_A,P2,1,2,70,114,0
A01380,OPS_IT_A,P2,1,4,46,164,0
A01381,OPS_IT_A,P2,1,4,69,37,0
A01382,OPS_IT_A,P2,0,0,0,0,0
A01383,OPS_IT_A,P2,1,3,68,117,0
A01384,OPS_IT_A,P2,1,5,51,178,0
A01385,OPS_IT_A,P2,1,5,92,140,0
A01386,OPS_IT_A,P2,1,3,33,54,0
A01387,OPS_IT_A,P2,1,5,84,46,0
A01388,OPS_IT_A,P2,1,5,43,148,0
A01389,OPS_IT_A,P2,0,0,0,0,0
A01390,OPS_IT_A,P2,1,4,88,192,0
A01391,OPS_IT_A,P2,1,3,50,61,0
A01392,OPS_IT_A,P2,1,4,59,26,0
A01393,OPS_IT_A,P2,1,5,72,62,0
A01394,OPS_IT_A,P2,1,4,52,62,0
A01395,OPS_IT_A,P2,1,4,98,260,1
A01396,OPS_IT_A,P2,0,0,0,0,0
A01397,OPS_IT_A,P2,1,4,62,25,0
A01398,OPS_IT_A,P2,1,5,65,96,0
A01399,OPS_IT_A,P2,1,4,38,14,0
A01400,OPS_IT_A,P2,1,3,40,146,0
A01401,OPS_IT_A,P2,1,3,49,144,0
A01402,OPS_IT_A,P2,1,4,40,196,0
A01403,OPS_IT_A,P2,1,4,68,30,0
A01404,OPS_IT_A,P2,1,3,63,75,0
A01405,OPS_IT_A,P2,1,3,76,1,0
A01406,OPS_IT_A,P2,1,3,87,56,0
A01407,OPS_IT_A,P2,1,3,69,57,0
A01408,OPS_IT_A,P2,1,3,75,43,0
A01409,OPS_IT_A,P2,0,0,0,0,0
A01410,OPS_IT_A,P2,1,5,55,44,0
A01411,OPS_IT_A,P2,1,3,61,78,0
A01412,OPS_IT_A,P2,1,4,61,77,0
A01413,OPS_IT_A,P2,1,4,57,10,0
A01414,OPS_IT_A,P2,1,5,90,9,0
A01415,OPS_IT_A,P2,1,4,78,37,0
A01416,OPS_IT_A,P2,1,4,66,240,0
A01417,OPS_IT_A,P2,1,1,61,51,0
A01418,OPS_IT_A,P2,1,3,50,152,0
A01419,OPS_IT_A,P2,0,0,0,0,0
A01420,OPS_IT_A,P2,1,4,94,25,0
A01421,OPS_IT_A,P2,1,4,57,2,0
A01422,OPS_IT_A,P2,0,0,0,0,0
A01423,OPS_IT_A,P2,0,0,0,0,0
A01424,OPS_IT_A,P2,1,5,60,157,0
A01425,OPS_IT_A,P2,1,4,84,22,0
A01426,OPS_IT_A,P2,1,5,66,110,0
A01427,OPS_IT_A,P2,0,0,0,0,0
A01428,OPS_IT_A,P2,1,3,64,14,0
A01429,OPS_IT_A,P2,1,4,55,17,0
A01430,OPS_IT_A,P2,1,4,61,267,0
A01431,OPS_IT_A,P2,1,4,69,3,0
A01432,OPS_IT_A,P2,1,3,67,219,0
A01433,OPS_IT_A,P2,1,5,80,49,0
A01434,OPS_IT_A,P2,1,5,88,23,0
A01435,OPS_IT_A,P2,1,3,74,160,0
A01436,OPS_IT_A,P2,0,0,0,0,0
A01437,OPS_IT_A,P2,1,4,62,182,0
A01438,OPS_IT_A,P2,1,4,61,46,0
A01439,OPS_IT_A,P2,1,4,86,43,0
A01440,OPS_IT_A,P2,1,3,68,21,0
A01441,OPS_IT_A,P2,1,5,80,16,0
A01442,OPS_IT_A,P2,0,0,0,0,0
A01443,OPS_IT_A,P2,1,5,56,298,0
A01444,OPS_IT_A,P2,1,3,78,77,0
A01445,OPS_IT_A,P2,1,4,65,96,0
A01446,OPS_IT_A,P2,1,4,68,79,0
A01447,OPS_IT_A,P2,1,5,88,188,0
A01448,OPS_IT_A,P2,1,4,73,39,0
A01449,OPS_IT_A,P2,0,0,0,0,0
A01450,OPS_IT_A,P2,1,3,94,68,0
A01451,OPS_IT_A,P2,1,4,76,334,0
A01452,OPS_IT_A,P2,1,4,77,65,0
A01453,OPS_IT_A,P2,1,4,54,17,0
A01454,OPS_IT_A,P2,1,3,81,36,2
A01455,OPS_IT_A,P2,1,5,64,61,0
A01456,OPS_IT_A,P2,0,0,0,0,0
A01457,OPS_IT_A,P2,1,5,61,95,0
A01458,OPS_IT_A,P2,1,4,74,23,0
A01459,OPS_IT_A,P2,1,3,82,43,0
A01460,OPS_IT_A,P2,1,5,71,111,0
A01461,OPS_IT_A,P2,1,4,72,44,0
A01462,OPS_IT_A,P2,1,5,68,104,0
A01463,OPS_IT_A,P2,1,3,100,79,0
A01464,OPS_IT_A,P2,1,5,69,86,0
A01465,OPS_IT_A,P2,1,5,62,16,0
A01466,OPS_IT_A,P2,1,4,49,9,0
A01467,OPS_IT_A,P2,1,4,48,7,0
A01468,OPS_IT_A,P2,1,3,89,141,0
A01469,OPS_IT_A,P2,1,3,78,149,0
A01470,OPS_IT_A,P2,1,4,44,156,0
A01471,OPS_IT_A,P2,1,4,61,43,0
A01472,OPS_IT_A,P2,1,4,65,130,0
A01473,OPS_IT_A,P2,1,4,73,52,0
A01474,OPS_IT_A,P2,0,0,0,0,0
A01475,OPS_IT_A,P2,0,0,0,0,0
A01476,OPS_IT_A,P2,0,0,0,0,0
A01477,OPS_IT_A,P2,1,3,49,40,0
A01478,OPS_IT_A,P2,1,5,81,133,0
A01479,OPS_IT_A,P2,1,4,48,27,0
A01480,OPS_IT_A,P2,0,0,0,0,0
A01481,OPS_IT_A,P2,1,1,82,156,0
A01482,OPS_IT_A,P2,1,5,67,36,0
A01483,OPS_IT_A,P2,1,3,67,3,0
A01484,OPS_IT_A,P2,0,0,0,0,0
A01485,OPS_IT_A,P2,0,0,0,0,0
A01486,OPS_IT_A,P2,1,4,74,22,0
A01487,OPS_IT_A,P2,1,3,61,191,0
A01488,OPS_IT_A,P2,0,0,0,0,0
A01489,OPS_IT_A,P2,1,5,81,88,1
A01490,OPS_IT_A,P2,1,4,71,66,0
A01491,OPS_IT_A,P2,1,4,42,139,0
A01492,OPS_IT_A,P2,1,4,59,221,0
A01493,OPS_IT_A,P2,1,4,76,2,0
A01494,OPS_IT_A,P2,0,0,0,0,0
A01495,OPS_IT_A,P2,0,0,0,0,0
A01496,OPS_IT_A,P2,1,4,88,62,1
A01497,OPS_IT_A,P2,1,5,79,340,0
A01498,OPS_IT_A,P2,0,0,0,0,0
A01499,OPS_IT_A,P2,1,5,39,11,0
A01500,OPS_IT_A,P2,1,4,60,125,0
A01501,OPS_IT_A,P2,1,5,40,65,0
A01502,OPS_IT_A,P2,1,4,68,108,0
A01503,OPS_IT_A,P2,0,0,0,0,0
A01504,OPS_IT_A,P2,0,0,0,0,0
A01505,OPS_IT_A,P2,0,0,0,0,0
A01506,OPS_IT_A,P2,1,2,50,38,0
A01507,OPS_IT_A,P2,1,3,71,32,0
A01508,OPS_IT_A,P2,0,0,0,0,0
A01509,OPS_IT_A,P2,1,4,48,87,0
A01510,OPS_IT_A,P2,0,0,0,0,0
A01511,OPS_IT_A,P2,1,4,82,706,0
A01512,OPS_IT_A,P2,0,0,0,0,0
A01513,OPS_IT_A,P2,1,5,85,92,0
A01514,OPS_IT_A,P2,1,4,70,17,0
A01515,OPS_IT_A,P2,1,5,74,96,0
A01516,OPS_IT_A,P2,1,3,68,59,0
A01517,OPS_IT_A,P2,0,0,0,0,0
A01518,OPS_IT_A,P2,1,5,53,47,0
A01519,OPS_IT_A,P2,0,0,0,0,0
A01520,OPS_IT_A,P2,1,4,88,213,0
A01521,OPS_IT_A,P2,1,5,74,160,0
A01522,OPS_IT_A,P2,1,5,53,21,0
A01523,OPS_IT_A,P2,1,5,88,71,0
A01524,OPS_IT_A,P2,1,4,69,67,0
A01525,OPS_IT_A,P2,1,3,98,34,0
A01526,OPS_IT_A,P2,0,0,0,0,0
A01527,OPS_IT_A,P2,1,4,56,89,0
A01528,OPS_IT_A,P2,1,4,53,2,0
A01529,OPS_IT_A,P2,1,3,58,19,0
A01530,OPS_IT_A,P2,1,5,75,64,0
A01531,OPS_IT_A,P2,1,5,66,16,0
A01532,OPS_IT_A,P2,1,5,66,126,0
A01533,OPS_IT_A,P2,0,0,0,0,0
A01534,OPS_IT_A,P2,1,4,62,20,0
A01535,OPS_IT_A,P2,1,3,57,289,0
A01536,OPS_IT_A,P2,0,0,0,0,0
A01537,OPS_IT_A,P2,1,5,63,26,0
A01538,OPS_IT_A,P2,1,3,76,14,0
A01539,OPS_IT_A,P2,0,0,0,0,0
A01540,OPS_IT_A,P2,1,3,83,29,0
A01541,OPS_IT_A,P2,1,5,82,15,0
A01542,OPS_IT_A,P2,1,4,67,121,0
A01543,OPS_IT_A,P2,1,4,71,39,0
A01544,OPS_IT_A,P2,1,4,77,34,0
A01545,OPS_IT_A,P2,1,4,92,165,0
A01546,OPS_IT_A,P2,1,5,46,97,0
A01547,OPS_IT_A,P2,1,4,51,238,0
A01548,OPS_IT_A,P2,1,3,41,43,0
A01549,OPS_IT_A,P2,1,5,79,38,0
A01550,OPS_IT_A,P2,1,4,66,22,0
A01551,OPS_IT_A,P2,1,4,100,379,0
A01552,OPS_IT_A,P2,1,5,59,28,0
A01553,OPS_IT_A,P2,1,4,53,1,0
A01554,OPS_IT_A,P2,1,3,53,23,0
A01555,OPS_IT_A,P2,0,0,0,0,0
A01556,OPS_IT_A,P2,0,0,0,0,0
A01557,OPS_IT_A,P2,1,5,87,49,0
A01558,OPS_IT_A,P2,0,0,0,0,0
A01559,OPS_IT_A,P2,0,0,0,0,0
A01560,OPS_IT_A,P2,0,0,0,0,0
A01561,OPS_IT_A,P2,1,3,61,50,0
A01562,OPS_IT_A,P2,1,2,75,34,0
A01563,OPS_IT_A,P2,1,4,50,37,0
A01564,OPS_IT_A,P2,0,0,0,0,0
A01565,OPS_IT_A,P2,1,4,23,17,0
A01566,OPS_IT_A,P2,1,4,99,14,0
A01567,OPS_IT_A,P2,1,3,42,56,0
A01568,OPS_IT_A,P2,0,0,0,0,0
A01569,OPS_IT_A,P2,1,3,82,191,0
A01570,OPS_IT_A,P2,0,0,0,0,0
A01571,OPS_IT_A,P2,1,3,68,3,0
A01572,OPS_IT_A,P2,1,4,74,40,0
A01573,OPS_IT_A,P2,1,3,58,208,0
A01574,OPS_IT_A,P2,1,4,61,273,0
A01575,OPS_IT_A,P2,1,4,41,79,0
A01576,OPS_IT_A,P2,0,0,0,0,0
A01577,OPS_IT_A,P2,1,4,91,198,1
A01578,OPS_IT_A,P2,1,4,60,28,0
A01579,OPS_IT_A,P2,1,3,64,7,0
A01580,OPS_IT_A,P2,1,4,76,21,0
A01581,OPS_IT_A,P2,0,0,0,0,0
A01582,OPS_IT_A,P2,0,0,0,0,0
A01583,OPS_IT_A,P2,1,4,82,226,0
A01584,OPS_IT_A,P2,0,0,0,0,0
A01585,OPS_IT_A,P2,1,4,45,78,0
A01586,OPS_IT_A,P2,0,0,0,0,0
A01587,OPS_IT_A,P2,1,3,51,227,0
A01588,OPS_IT_A,P2,0,0,0,0,0
A01589,OPS_IT_A,P2,1,4,88,14,0
A01590,OPS_IT_A,P2,1,3,68,105,0
A01591,OPS_IT_A,P2,1,4,79,147,0
A01592,OPS_IT_A,P2,0,0,0,0,0
A01593,OPS_IT_A,P2,1,5,63,19,0
A01594,OPS_IT_A,P2,0,0,0,0,0
A01595,OPS_IT_A,P2,0,0,0,0,0
A01596,OPS_IT_A,P2,0,0,0,0,0
A01597,OPS_IT_A,P2,1,3,73,58,0
A01598,OPS_IT_A,P2,1,5,100,47,0
A01599,OPS_IT_A,P2,1,4,49,71,0
A01600,OPS_IT_A,P2,0,0,0,0,0
A01601,OPS_IT_A,P2,1,3,78,76,0
A01602,OPS_IT_A,P2,1,3,88,35,0
A01603,OPS_IT_A,P2,1,3,61,209,0
A01604,OPS_IT_A,P2,0,0,0,0,0
A01605,OPS_IT_A,P2,1,4,90,36,0
A01606,OPS_IT_A,P2,1,4,33,91,0
A01607,OPS_IT_A,P2,0,0,0,0,0
A01608,OPS_IT_A,P2,1,5,61,459,0
A01609,OPS_IT_A,P2,0,0,0,0,0
A01610,OPS_IT_A,P2,0,0,0,0,0
A01611,OPS_IT_A,P2,0,0,0,0,0
A01612,OPS_IT_A,P2,0,0,0,0,0
A01613,OPS_IT_A,P2,1,4,70,74,0
A01614,OPS_IT_A,P2,1,4,92,160,2
A01615,OPS_IT_A,P2,1,4,75,45,0
A01616,OPS_IT_A,P2,1,4,81,115,0
A01617,OPS_IT_A,P2,0,0,0,0,0
A01618,OPS_IT_A,P2,1,4,64,130,0
A01619,OPS_IT_A,P2,0,0,0,0,0
A01620,OPS_IT_A,P2,1,5,96,134,0
A01621,OPS_IT_A,P2,1,4,85,250,0
A01622,OPS_IT_A,P2,1,5,50,4,0
A01623,OPS_IT_A,P2,1,4,63,101,0
A01624,OPS_IT_A,P2,1,4,69,31,0
A01625,OPS_IT_A,P2,1,3,46,86,0
A01626,OPS_IT_A,P2,1,4,52,45,0
A01627,OPS_IT_A,P2,1,4,100,130,0
A01628,OPS_IT_A,P2,1,4,83,153,0
A01629,OPS_IT_A,P2,1,3,46,14,0
A01630,OPS_IT_A,P2,1,5,82,19,1
A01631,OPS_IT_A,P2,1,3,60,92,0
A01632,OPS_IT_A,P2,0,0,0,0,0
A01633,OPS_IT_A,P2,1,4,90,51,1
A01634,OPS_IT_A,P2,1,5,88,5,0
A01635,OPS_IT_A,P2,1,3,86,3,0
A01636,OPS_IT_A,P2,1,5,80,64,0
A01637,OPS_IT_A,P2,1,4,67,3,0
A01638,OPS_IT_A,P2,0,0,0,0,0
A01639,OPS_IT_A,P2,1,4,82,163,0
A01640,OPS_IT_A,P2,0,0,0,0,0
A01641,OPS_IT_A,P2,1,4,60,31,0
A01642,OPS_IT_A,P2,1,5,46,183,0
A01643,OPS_IT_A,P2,1,3,56,247,0
A01644,OPS_IT_A,P2,1,5,72,58,0
A01645,OPS_IT_A,P2,1,5,65,3,0
A01646,OPS_IT_A,P2,0,0,0,0,0
A01647,OPS_IT_A,P2,1,5,81,260,0
A01648,OPS_IT_A,P2,1,3,87,51,2
A01649,OPS_IT_A,P2,1,3,53,3,0
A01650,OPS_IT_A,P2,0,0,0,0,0
A01651,OPS_IT_A,P2,0,0,0,0,0
A01652,OPS_IT_A,P2,1,3,64,66,0
A01653,OPS_IT_A,P2,1,3,70,48,0
A01654,OPS_IT_A,P2,1,5,68,72,0
A01655,OPS_IT_A,P2,0,0,0,0,0
A01656,OPS_IT_A,P2,1,4,67,1,0
A01657,OPS_IT_A,P2,0,0,0,0,0
A01658,OPS_IT_A,P2,1,4,41,52,0
A01659,OPS_IT_A,P2,1,4,56,126,0
A01660,OPS_IT_A,P2,1,3,72,57,0
A01661,OPS_IT_A,P2,1,4,64,41,0
A01662,OPS_IT_A,P2,1,5,64,155,0
A01663,OPS_IT_A,P2,1,5,69,11,0
A01664,OPS_IT_A,P2,1,4,81,10,0
A01665,OPS_IT_A,P2,1,4,52,248,0
A01666,OPS_IT_A,P2,1,3,65,95,0
A01667,OPS_IT_A,P2,1,4,62,165,0
A01668,OPS_IT_A,P2,1,2,39,79,0
A01669,OPS_IT_A,P2,1,3,49,28,0
A01670,OPS_IT_A,P2,1,4,47,63,0
A01671,OPS_IT_A,P2,1,5,67,44,0
A01672,OPS_IT_A,P2,1,5,46,68,0
A01673,OPS_IT_A,P2,1,4,74,8,0
A01674,OPS_IT_A,P2,1,4,63,105,0
A01675,OPS_IT_A,P2,1,4,56,79,0
A01676,OPS_IT_A,P2,1,4,60,186,0
A01677,OPS_IT_A,P2,1,4,64,404,0
A01678,OPS_IT_A,P2,1,2,85,20,1
A01679,OPS_IT_A,P2,1,4,71,10,0
A01680,OPS_IT_A,P2,1,5,63,389,0
A01681,OPS_IT_A,P2,1,3,100,108,0
A01682,OPS_IT_A,P2,1,5,77,23,0
A01683,OPS_IT_A,P2,1,4,77,43,0
A01684,OPS_IT_A,P2,1,4,78,58,0
A01685,OPS_IT_A,P2,1,4,73,114,0
A01686,OPS_IT_A,P2,1,5,74,121,0
A01687,OPS_IT_A,P2,1,4,55,187,0
A01688,OPS_IT_A,P2,1,3,68,37,0
A01689,OPS_IT_A,P2,1,3,77,42,0
A01690,OPS_IT_A,P2,1,5,75,161,0
A01691,OPS_IT_A,P2,1,4,35,198,0
A01692,OPS_IT_A,P2,1,4,100,94,0
A01693,OPS_IT_A,P2,1,5,49,45,0
A01694,OPS_IT_A,P2,1,4,58,45,0
A01695,OPS_IT_A,P2,1,4,96,111,2
A01696,OPS_IT_A,P2,1,3,50,51,0
A01697,OPS_IT_A,P2,1,4,64,105,0
A01698,OPS_IT_A,P2,1,3,70,85,0
A01699,OPS_IT_A,P2,1,3,56,498,0
A01700,OPS_IT_A,P2,1,5,59,39,0
A01701,OPS_IT_A,P2,1,4,59,41,0
A01702,OPS_IT_A,P2,1,4,40,22,0
A01703,OPS_IT_A,P2,1,3,62,86,0
A01704,OPS_IT_A,P2,1,4,38,20,0
A01705,OPS_IT_A,P2,1,4,57,119,0
A01706,OPS_IT_A,P2,0,0,0,0,0
A01707,OPS_IT_A,P2,0,0,0,0,0
A01708,OPS_IT_A,P2,0,0,0,0,0
A01709,OPS_IT_A,P2,1,3,52,157,0
A01710,OPS_IT_A,P2,0,0,0,0,0
A01711,OPS_IT_A,P2,1,4,69,4,0
A01712,OPS_IT_A,P2,0,0,0,0,0
A01713,OPS_IT_A,P2,1,4,58,6,0
A01714,OPS_IT_A,P2,1,5,70,282,0
A01715,OPS_IT_A,P2,1,4,58,401,0
A01716,OPS_IT_A,P2,1,3,60,61,0
A01717,OPS_IT_A,P2,1,5,67,84,0
A01718,OPS_IT_A,P2,1,3,75,31,0
A01719,OPS_IT_A,P2,1,3,100,70,0
A01720,OPS_IT_A,P2,1,3,84,65,0
A01721,OPS_IT_A,P2,1,3,56,41,0
A01722,OPS_IT_A,P2,1,5,57,114,0
A01723,OPS_IT_A,P2,1,2,55,4,0
A01724,OPS_IT_A,P2,1,4,81,12,0
A01725,OPS_IT_A,P2,0,0,0,0,0
A01726,OPS_IT_A,P2,0,0,0,0,0
A01727,OPS_IT_A,P2,1,5,56,138,0
A01728,OPS_IT_A,P2,1,4,39,170,0
A01729,OPS_IT_A,P2,1,4,74,2,0
A01730,OPS_IT_A,P2,0,0,0,0,0
A01731,OPS_IT_A,P2,1,3,97,309,0
A01732,OPS_IT_A,P2,1,3,61,25,0
A01733,OPS_IT_A,P2,1,2,60,135,0
A01734,OPS_IT_A,P2,1,4,100,38,0
A01735,OPS_IT_A,P2,1,5,75,108,0
A01736,OPS_IT_A,P2,1,4,85,82,1
A01737,OPS_IT_A,P2,1,4,43,184,0
A01738,OPS_IT_A,P2,1,5,60,18,0
A01739,OPS_IT_A,P2,0,0,0,0,0
A01740,OPS_IT_A,P2,1,4,35,6,0
A01741,OPS_IT_A,P2,1,4,75,32,0
A01742,OPS_IT_A,P2,0,0,0,0,0
A01743,OPS_IT_A,P2,0,0,0,0,0
A01744,OPS_IT_A,P2,1,3,59,84,0
A01745,OPS_IT_A,P2,1,4,62,115,0
A01746,OPS_IT_A,P2,1,4,61,57,0
A01747,OPS_IT_A,P2,1,5,65,284,0
A01748,OPS_IT_A,P2,1,4,69,118,0
A01749,OPS_IT_A,P2,0,0,0,0,0
A01750,OPS_IT_A,P2,1,5,70,119,0
A01751,OPS_IT_A,P2,1,3,100,281,0
A01752,OPS_IT_A,P2,1,3,13,58,0
A01753,OPS_IT_A,P2,1,3,50,54,0
A01754,OPS_IT_A,P2,1,3,76,139,0
A01755,OPS_IT_A,P2,1,3,70,135,0
A01756,OPS_IT_A,P2,0,0,0,0,0
A01757,OPS_IT_A,P2,1,4,77,45,0
A01758,OPS_IT_A,P2,0,0,0,0,0
A01759,OPS_IT_A,P2,1,3,69,28,0
A01760,OPS_IT_A,P2,1,4,64,21,0
A01761,OPS_IT_A,P2,1,3,50,5,0
A01762,OPS_IT_A,P2,1,3,70,66,0
A01763,OPS_IT_A,P2,0,0,0,0,0
A01764,OPS_IT_A,P2,0,0,0,0,0
A01765,OPS_IT_A,P2,1,4,44,38,0
A01766,OPS_IT_A,P2,0,0,0,0,0
A01767,OPS_IT_A,P2,0,0,0,0,0
A01768,OPS_IT_A,P2,1,3,72,246,0
A01769,OPS_IT_A,P2,1,5,71,35,0
A01770,OPS_IT_A,P2,1,5,100,221,1
A01771,OPS_IT_A,P2,0,0,0,0,0
A01772,OPS_IT_A,P2,1,3,47,201,0
A01773,OPS_IT_A,P2,1,4,100,32,0
A01774,OPS_IT_A,P2,1,3,63,73,0
A01775,OPS_IT_A,P2,1,2,57,9,0
A01776,OPS_IT_A,P2,1,4,55,39,0
A01777,OPS_IT_A,P2,1,4,38,28,0
A01778,OPS_IT_A,P2,1,5,75,204,0
A01779,OPS_IT_A,P2,0,0,0,0,0
A01780,OPS_IT_A,P2,1,4,64,134,0
A01781,OPS_IT_A,P2,1,4,60,144,0
A01782,OPS_IT_A,P2,1,4,84,48,0
A01783,OPS_IT_A,P2,1,5,80,121,0
A01784,OPS_IT_A,P2,1,5,74,81,0
A01785,OPS_IT_A,P2,1,5,62,20,0
A01786,OPS_IT_A,P2,1,5,52,23,0
A01787,OPS_IT_A,P2,0,0,0,0,0
A01788,OPS_IT_A,P2,1,4,62,13,0
A01789,OPS_IT_A,P2,1,4,77,180,0
A01790,OPS_IT_A,P2,1,5,88,57,1
A01791,OPS_IT_A,P2,1,3,54,255,0
A01792,OPS_IT_A,P2,0,0,0,0,0
A01793,OPS_IT_A,P2,1,5,48,68,0
A01794,OPS_IT_A,P2,1,3,80,173,0
A01795,OPS_IT_A,P2,0,0,0,0,0
A01796,OPS_IT_A,P2,1,4,38,57,0
A01797,OPS_IT_A,P2,1,4,41,63,0
A01798,OPS_IT_A,P2,1,3,67,89,0
A01799,OPS_IT_A,P2,1,3,62,6,0
A01800,OPS_IT_A,P2,1,5,75,0,0
A01801,OPS_IT_A,P2,1,5,49,42,0
A01802,OPS_IT_A,P2,1,3,76,138,0
A01803,OPS_IT_A,P2,0,0,0,0,0
A01804,OPS_IT_A,P2,1,4,70,24,0
A01805,OPS_IT_A,P2,1,5,89,190,0
A01806,OPS_IT_A,P2,1,3,74,112,0
A01807,OPS_IT_A,P2,0,0,0,0,0
A01808,OPS_IT_A,P2,1,4,70,22,0
A01809,OPS_IT_A,P2,0,0,0,0,0
A01810,OPS_IT_A,P2,1,4,84,11,0
A01811,OPS_IT_A,P2,1,4,82,202,0
A01812,OPS_IT_A,P2,0,0,0,0,0
A01813,OPS_IT_A,P2,1,5,50,105,0
A01814,OPS_IT_A,P2,1,4,41,2,0
A01815,OPS_IT_A,P2,1,3,59,91,0
A01816,OPS_IT_A,P2,0,0,0,0,0
A01817,OPS_IT_A,P2,1,4,74,14,0
A01818,OPS_IT_A,P2,1,5,100,39,1
A01819,OPS_IT_A,P2,0,0,0,0,0
A01820,OPS_IT_A,P2,1,4,82,39,0
A01821,OPS_IT_A,P2,0,0,0,0,0
A01822,OPS_IT_A,P2,0,0,0,0,0
A01823,OPS_IT_A,P2,1,5,90,4,0
A01824,OPS_IT_A,P2,1,5,26,175,0
A01825,OPS_IT_A,P2,1,5,78,106,0
A01826,OPS_IT_A,P2,1,4,80,36,0
A01827,OPS_IT_A,P2,0,0,0,0,0
A01828,OPS_IT_A,P2,1,3,51,60,0
A01829,OPS_IT_A,P2,1,5,64,28,0
A01830,OPS_IT_A,P2,1,5,62,150,0
A01831,OPS_IT_A,P2,1,4,34,46,0
A01832,OPS_IT_A,P2,1,5,26,16,0
A01833,OPS_IT_A,P2,1,3,55,97,0
A01834,OPS_IT_A,P2,1,2,59,51,0
A01835,OPS_IT_A,P2,0,0,0,0,0
A01836,OPS_IT_A,P2,1,3,71,13,0
A01837,OPS_IT_A,P2,1,5,40,273,0
A01838,OPS_IT_A,P2,1,4,67,40,0
A01839,OPS_IT_A,P2,0,0,0,0,0
A01840,OPS_IT_A,P2,0,0,0,0,0
A01841,OPS_IT_A,P2,1,5,43,71,0
A01842,OPS_IT_A,P2,1,3,67,226,0
A01843,OPS_IT_A,P2,1,5,75,13,0
A01844,OPS_IT_A,P2,1,3,58,22,0
A01845,OPS_IT_A,P2,1,4,10,102,0
A01846,OPS_IT_A,P2,1,5,75,124,0
A01847,OPS_IT_A,P2,0,0,0,0,0
A01848,OPS_IT_A,P2,1,3,61,112,0
A01849,OPS_IT_A,P2,1,4,81,4,0
A01850,OPS_IT_A,P2,0,0,0,0,0
A01851,OPS_IT_A,P2,1,5,76,92,0
A01852,OPS_IT_A,P2,0,0,0,0,0
A01853,OPS_IT_A,P2,1,4,72,49,0
A01854,OPS_IT_A,P2,1,4,64,115,0
