person_id,unit_id,period,in_scope,phish_sent,phish_clicked,phish_reported,credential_submitted,training_assigned,training_completed
P01062,OPS_IT_A,P1,1,3,2,0,1,3,2
P01063,OPS_IT_A,P1,1,4,1,0,0,4,2
P01064,OPS_IT_A,P1,1,4,2,1,1,3,3
P01065,OPS_IT_A,P1,1,4,2,0,1,3,1
P01066,OPS_IT_A,P1,1,4,0,0,0,2,2
P01067,OPS_IT_A,P1,1,3,2,0,2,3,2
P01068,OPS_IT_A,P1,1,3,1,0,1,3,2
P01069,OPS_IT_A,P1,1,4,0,0,0,2,1
P01070,OPS_IT_A,P1,1,3,0,0,0,3,1
P01071,OPS_IT_A,P1,0,0,0,0,0,0,0
P01072,OPS_IT_A,P1,1,4,0,1,0,4,2
P01073,OPS_IT_A,P1,1,4,2,0,1,2,1
P01074,OPS_IT_A,P1,1,4,1,0,0,3,3
P01075,OPS_IT_A,P1,1,5,0,0,0,4,2
P01076,OPS_IT_A,P1,0,0,0,0,0,0,0
P01077,OPS_IT_A,P1,1,4,1,0,0,2,2
P01078,OPS_IT_A,P1,0,0,0,0,0,0,0
P01079,OPS_IT_A,P1,1,3,1,0,1,4,0
P01080,OPS_IT_A,P1,1,4,0,0,0,3,1
P01081,OPS_IT_A,P1,0,0,0,0,0,0,0
P01082,OPS_IT_A,P1,1,4,0,0,0,4,1
P01083,OPS_IT_A,P1,1,3,0,0,0,3,1
P01084,OPS_IT_A,P1,0,0,0,0,0,0,0
P01085,OPS_IT_A,P1,1,5,5,0,3,3,0
P01086,OPS_IT_A,P1,0,0,0,0,0,0,0
P01087,OPS_IT_A,P1,1,4,1,0,1,3,0
P01088,OPS_IT_A,P1,1,3,1,0,0,3,2
P01089,OPS_IT_A,P1,1,3,2,0,2,4,1
P01090,OPS_IT_A,P1,1,5,1,0,1,4,1
P01091,OPS_IT_A,P1,1,4,2,0,1,3,1
P01092,OPS_IT_A,P1,1,4,1,1,0,2,2
P01093,OPS_IT_A,P1,0,0,0,0,0,0,0
P01094,OPS_IT_A,P1,1,3,1,1,1,3,2
P01095,OPS_IT_A,P1,1,3,0,0,0,4,1
P01096,OPS_IT_A,P1,1,3,1,0,0,2,2
P01097,OPS_IT_A,P1,0,0,0,0,0,0,0
P01098,OPS_IT_A,P1,0,0,0,0,0,0,0
P01099,OPS_IT_A,P1,1,4,3,0,2,3,1
P01100,OPS_IT_A,P1,0,0,0,0,0,0,0
P01101,OPS_IT_A,P1,1,3,0,0,0,3,2
P01102,OPS_IT_A,P1,1,4,2,0,2,2,1
P01103,OPS_IT_A,P1,1,4,1,1,0,4,2
P01104,OPS_IT_A,P1,0,0,0,0,0,0,0
P01105,OPS_IT_A,P1,1,5,1,0,0,2,2
P01106,OPS_IT_A,P1,1,5,3,0,3,3,1
P01107,OPS_IT_A,P1,1,3,1,1,0,4,2
P01108,OPS_IT_A,P1,1,3,2,0,0,3,3
P01109,OPS_IT_A,P1,1,4,2,0,2,3,1
P01110,OPS_IT_A,P1,1,3,0,0,0,4,2
P01111,OPS_IT_A,P1,0,0,0,0,0,0,0
P01112,OPS_IT_A,P1,1,4,3,0,2,3,1
P01113,OPS_IT_A,P1,0,0,0,0,0,0,0
P01114,OPS_IT_A,P1,1,3,0,0,0,3,1
P01115,OPS_IT_A,P1,0,0,0,0,0,0,0
P01116,OPS_IT_A,P1,1,3,0,0,0,2,0
P01117,OPS_IT_A,P1,0,0,0,0,0,0,0
P01118,OPS_IT_A,P1,1,5,0,0,0,3,2
P01119,OPS_IT_A,P1,1,5,4,0,2,3,3
P01120,OPS_IT_A,P1,1,3,0,0,0,4,1
P01121,OPS_IT_A,P1,0,0,0,0,0,0,0
P01122,OPS_IT_A,P1,0,0,0,0,0,0,0
P01123,OPS_IT_A,P1,1,4,0,1,0,2,0
P01124,OPS_IT_A,P1,1,4,1,1,0,4,1
P01125,OPS_IT_A,P1,1,4,0,0,0,3,2
P01126,OPS_IT_A,P1,1,4,2,0,1,4,1
P01127,OPS_IT_A,P1,0,0,0,0,0,0,0
P01128,OPS_IT_A,P1,0,0,0,0,0,0,0
P01129,OPS_IT_A,P1,1,4,1,0,1,4,3
P01130,OPS_IT_A,P1,1,3,0,0,0,2,2
P01131,OPS_IT_A,P1,1,5,3,0,3,4,1
P01132,OPS_IT_A,P1,1,4,2,0,0,3,1
P01133,OPS_IT_A,P1,0,0,0,0,0,0,0
P01134,OPS_IT_A,P1,0,0,0,0,0,0,0
P01135,OPS_IT_A,P1,1,4,2,1,2,2,0
P01136,OPS_IT_A,P1,0,0,0,0,0,0,0
P01137,OPS_IT_A,P1,1,5,1,0,0,3,2
P01138,OPS_IT_A,P1,1,5,1,1,0,4,4
P01139,OPS_IT_A,P1,1,4,0,0,0,3,1
P01140,OPS_IT_A,P1,0,0,0,0,0,0,0
P01141,OPS_IT_A,P1,0,0,0,0,0,0,0
P01142,OPS_IT_A,P1,0,0,0,0,0,0,0
P01143,OPS_IT_A,P1,1,4,1,0,0,4,2
P01144,OPS_IT_A,P1,1,4,2,1,1,3,2
P01145,OPS_IT_A,P1,1,5,1,0,0,3,0
P01146,OPS_IT_A,P1,0,0,0,0,0,0,0
P01147,OPS_IT_A,P1,1,4,3,0,1,2,0
P01148,OPS_IT_A,P1,1,3,1,1,0,3,3
P01149,OPS_IT_A,P1,1,4,0,1,0,4,2
P01150,OPS_IT_A,P1,0,0,0,0,0,0,0
P01151,OPS_IT_A,P1,1,3,0,0,0,2,2
P01152,OPS_IT_A,P1,1,3,0,0,0,4,3
P01153,OPS_IT_A,P1,1,5,2,0,1,3,2
P01154,OPS_IT_A,P1,1,5,4,0,2,4,1
P01155,OPS_IT_A,P1,0,0,0,0,0,0,0
P01156,OPS_IT_A,P1,1,4,0,0,0,3,3
P01157,OPS_IT_A,P1,1,4,2,0,2,3,3
P01158,OPS_IT_A,P1,1,5,0,0,0,3,1
P01159,OPS_IT_A,P1,0,0,0,0,0,0,0
P01160,OPS_IT_A,P1,1,5,2,0,1,4,3
P01161,OPS_IT_A,P1,0,0,0,0,0,0,0
P01162,OPS_IT_A,P1,1,4,3,0,2,4,3
P01163,OPS_IT_A,P1,1,5,2,0,0,3,1
P01164,OPS_IT_A,P1,1,3,1,0,1,2,1
P01165,OPS_IT_A,P1,1,5,1,1,0,2,1
P01166,OPS_IT_A,P1,0,0,0,0,0,0,0
P01167,OPS_IT_A,P1,1,4,0,0,0,2,1
P01168,OPS_IT_A,P1,1,3,0,1,0,2,0
P01169,OPS_IT_A,P1,0,0,0,0,0,0,0
P01170,OPS_IT_A,P1,1,4,1,0,1,4,1
P01171,OPS_IT_A,P1,1,4,3,0,2,2,1
P01172,OPS_IT_A,P1,0,0,0,0,0,0,0
P01173,OPS_IT_A,P1,1,4,1,0,0,3,2
P01174,OPS_IT_A,P1,1,5,1,0,0,2,1
P01175,OPS_IT_A,P1,0,0,0,0,0,0,0
P01176,OPS_IT_A,P1,0,0,0,0,0,0,0
P01177,OPS_IT_A,P1,1,5,1,1,0,3,1
P01178,OPS_IT_A,P1,1,3,2,0,1,3,2
P01179,OPS_IT_A,P1,1,3,1,0,0,3,3
P01180,OPS_IT_A,P1,1,3,2,0,0,3,3
P01181,OPS_IT_B,P1,1,4,0,1,0,2,2
P01182,OPS_IT_B,P1,0,0,0,0,0,0,0
P01183,OPS_IT_B,P1,1,3,2,0,2,4,1
P01184,OPS_IT_B,P1,0,0,0,0,0,0,0
P01185,OPS_IT_B,P1,1,4,1,0,1,2,0
P01186,OPS_IT_B,P1,1,3,1,0,0,3,0
P01187,OPS_IT_B,P1,1,4,1,0,1,3,3
P01188,OPS_IT_B,P1,1,3,0,0,0,2,0
P01189,OPS_IT_B,P1,1,3,1,0,0,3,1
P01190,OPS_IT_B,P1,0,0,0,0,0,0,0
P01191,OPS_IT_B,P1,1,4,0,0,0,3,1
P01192,OPS_IT_B,P1,1,4,3,0,2,4,1
P01193,OPS_IT_B,P1,1,4,0,0,0,2,0
P01194,OPS_IT_B,P1,1,3,1,0,0,3,0
P01195,OPS_IT_B,P1,1,4,0,1,0,3,1
P01196,OPS_IT_B,P1,1,4,0,0,0,4,1
P01197,OPS_IT_B,P1,1,3,0,1,0,3,2
P01198,OPS_IT_B,P1,1,4,0,0,0,2,1
P01199,OPS_IT_B,P1,1,4,0,0,0,3,3
P01200,OPS_IT_B,P1,1,3,1,1,0,4,3
P01201,OPS_IT_B,P1,1,4,0,0,0,2,2
P01202,OPS_IT_B,P1,1,3,0,0,0,2,1
P01203,OPS_IT_B,P1,1,5,2,0,1,4,2
P01204,OPS_IT_B,P1,1,4,2,0,1,4,3
P01205,OPS_IT_B,P1,0,0,0,0,0,0,0
P01206,OPS_IT_B,P1,1,3,2,0,0,4,4
P01207,OPS_IT_B,P1,1,4,1,1,0,3,2
P01208,OPS_IT_B,P1,0,0,0,0,0,0,0
P01209,OPS_IT_B,P1,1,4,0,0,0,3,3
P01210,OPS_IT_B,P1,1,4,1,0,1,2,1
P01211,OPS_IT_B,P1,1,3,1,0,0,4,3
P01212,OPS_IT_B,P1,1,4,1,0,1,3,2
P01213,OPS_IT_B,P1,1,5,2,2,1,2,0
P01214,OPS_IT_B,P1,0,0,0,0,0,0,0
P01215,OPS_IT_B,P1,0,0,0,0,0,0,0
P01216,OPS_IT_B,P1,1,4,0,0,0,3,3
P01217,OPS_IT_B,P1,1,4,0,0,0,2,1
P01218,OPS_IT_B,P1,0,0,0,0,0,0,0
P01219,OPS_IT_B,P1,0,0,0,0,0,0,0
P01220,OPS_IT_B,P1,0,0,0,0,0,0,0
P01221,OPS_IT_B,P1,1,3,0,0,0,4,4
P01222,OPS_IT_B,P1,0,0,0,0,0,0,0
P01223,OPS_IT_B,P1,1,5,3,0,2,4,3
P01224,OPS_IT_B,P1,0,0,0,0,0,0,0
P01225,OPS_IT_B,P1,1,4,1,0,1,4,3
P01226,OPS_IT_B,P1,0,0,0,0,0,0,0
P01227,OPS_IT_B,P1,1,4,0,0,0,3,3
P01228,OPS_IT_B,P1,1,4,0,0,0,2,0
P01229,OPS_IT_B,P1,1,4,0,1,0,3,1
P01230,OPS_IT_B,P1,1,5,3,0,1,3,2
P01231,OPS_IT_B,P1,1,4,4,0,3,4,4
P01232,OPS_IT_B,P1,1,4,0,1,0,3,3
P01233,OPS_IT_B,P1,1,5,2,1,0,3,3
P01234,OPS_IT_B,P1,1,5,4,0,2,2,2
P01235,OPS_IT_B,P1,1,4,2,0,2,3,2
P01236,OPS_IT_B,P1,0,0,0,0,0,0,0
P01237,OPS_IT_B,P1,1,4,2,1,0,3,2
P01238,OPS_IT_B,P1,0,0,0,0,0,0,0
P01239,OPS_IT_B,P1,1,3,2,0,0,2,0
P01240,OPS_IT_B,P1,1,5,3,0,2,4,4
P01241,OPS_IT_B,P1,1,5,0,0,0,3,3
P01242,OPS_IT_B,P1,0,0,0,0,0,0,0
P01243,OPS_IT_B,P1,0,0,0,0,0,0,0
P01244,OPS_IT_B,P1,1,3,1,0,1,4,3
P01245,OPS_IT_B,P1,1,4,3,0,0,3,1
P01246,OPS_IT_B,P1,1,5,0,0,0,4,1
P01247,OPS_IT_B,P1,0,0,0,0,0,0,0
P01248,OPS_IT_B,P1,1,4,2,0,1,3,2
P01249,OPS_IT_B,P1,1,5,3,0,2,4,2
P01250,OPS_IT_B,P1,1,4,0,0,0,2,1
P01251,OPS_IT_B,P1,0,0,0,0,0,0,0
P01252,OPS_IT_B,P1,1,4,2,0,0,3,1
P01253,OPS_IT_B,P1,1,4,0,0,0,4,2
P01254,OPS_IT_B,P1,0,0,0,0,0,0,0
P01255,OPS_IT_B,P1,0,0,0,0,0,0,0
P01256,OPS_IT_B,P1,0,0,0,0,0,0,0
P01257,OPS_IT_B,P1,1,4,2,0,2,2,1
P01258,OPS_IT_B,P1,0,0,0,0,0,0,0
P01259,OPS_IT_B,P1,0,0,0,0,0,0,0
P01260,OPS_IT_B,P1,1,4,0,1,0,3,2
P01261,OPS_IT_B,P1,1,5,4,0,0,4,0
P01262,OPS_IT_B,P1,1,3,1,0,0,2,0
P01263,OPS_IT_B,P1,0,0,0,0,0,0,0
P01264,OPS_IT_B,P1,0,0,0,0,0,0,0
P01265,OPS_IT_B,P1,0,0,0,0,0,0,0
P01266,OPS_IT_B,P1,1,4,1,0,1,4,3
P01267,OPS_IT_B,P1,1,4,2,0,0,3,3
P01268,OPS_IT_B,P1,1,3,0,0,0,3,3
P01269,OPS_IT_B,P1,1,5,0,0,0,4,3
P01270,OPS_IT_B,P1,1,4,1,1,0,3,2
P01271,OPS_IT_B,P1,1,4,0,0,0,4,2
P01272,OPS_IT_B,P1,1,3,1,0,0,2,0
P01273,OPS_IT_B,P1,1,4,0,0,0,2,1
P01274,OPS_IT_B,P1,0,0,0,0,0,0,0
P01275,OPS_IT_B,P1,0,0,0,0,0,0,0
P01276,OPS_IT_B,P1,0,0,0,0,0,0,0
P01277,OPS_IT_B,P1,1,3,1,0,0,2,1
P01278,OPS_IT_B,P1,0,0,0,0,0,0,0
P01279,OPS_IT_B,P1,1,4,1,0,0,3,3
P01280,OPS_IT_B,P1,0,0,0,0,0,0,0
P01281,OPS_IT_B,P1,1,5,1,1,0,3,1
P01282,OPS_IT_B,P1,1,3,1,0,1,3,2
P01283,OPS_IT_B,P1,1,5,2,1,1,3,1
P01284,OPS_IT_B,P1,1,4,1,0,0,4,2
P01285,OPS_IT_B,P1,1,5,0,0,0,3,3
P01286,OPS_IT_B,P1,1,3,1,1,1,2,2
P01287,OPS_IT_B,P1,0,0,0,0,0,0,0
P01288,OPS_IT_B,P1,0,0,0,0,0,0,0
P01289,OPS_IT_B,P1,1,4,2,0,0,2,0
P01290,OPS_IT_B,P1,1,3,0,1,0,4,2
P01291,OPS_IT_B,P1,1,4,2,0,1,4,3
P01292,OPS_IT_B,P1,1,5,2,0,1,3,3
P01293,OPS_IT_B,P1,1,5,0,0,0,3,0
P01294,OPS_IT_B,P1,1,4,1,0,1,3,2
P01295,OPS_IT_B,P1,0,0,0,0,0,0,0
P01296,OPS_IT_B,P1,1,3,2,0,1,3,3
P01297,OPS_IT_B,P1,1,4,0,0,0,2,2
P01298,OPS_IT_B,P1,1,3,0,2,0,3,0
P01299,OPS_IT_B,P1,1,3,1,0,1,3,2
P01300,OPS_IT_B,P1,1,4,2,0,1,2,0
P01301,OPS_IT_B,P1,0,0,0,0,0,0,0
P01302,OPS_IT_B,P1,1,5,0,1,0,3,2
P01303,OPS_IT_B,P1,1,3,0,0,0,3,2
P01304,OPS_IT_B,P1,1,5,0,0,0,3,1
P01305,OPS_IT_B,P1,1,4,3,0,1,4,2
P01306,OPS_IT_B,P1,0,0,0,0,0,0,0
P01307,OPS_IT_B,P1,1,3,2,0,0,3,2
P01308,OPS_IT_B,P1,1,4,0,0,0,3,3
P01309,OPS_IT_B,P1,0,0,0,0,0,0,0
P01310,OPS_IT_B,P1,1,4,2,1,1,3,2
P01311,OPS_IT_B,P1,1,5,1,1,0,4,3
P01312,OPS_IT_B,P1,1,4,1,0,0,2,0
P01313,OPS_IT_B,P1,1,3,3,0,2,2,0
P01314,OPS_IT_B,P1,1,3,0,0,0,3,1
P01315,OPS_IT_B,P1,1,5,1,0,1,2,1
P01316,OPS_IT_B,P1,1,4,0,0,0,3,3
P01317,OPS_IT_B,P1,0,0,0,0,0,0,0
P01318,OPS_IT_B,P1,1,5,2,0,1,3,3
P01319,OPS_IT_B,P1,1,4,2,0,0,3,1
P01320,OPS_IT_B,P1,1,4,0,0,0,3,1
P01321,OPS_IT_B,P1,0,0,0,0,0,0,0
P01322,OPS_IT_B,P1,1,4,2,0,0,4,4
P01323,OPS_IT_B,P1,0,0,0,0,0,0,0
P01324,OPS_IT_B,P1,1,4,1,0,1,2,1
P01325,OPS_IT_B,P1,1,3,2,1,2,4,3
P01326,OPS_IT_B,P1,1,4,2,0,1,3,3
P01327,OPS_IT_B,P1,1,4,1,1,0,4,3
P01328,OPS_IT_B,P1,1,3,0,0,0,4,2
P01329,OPS_IT_B,P1,1,4,1,0,1,2,1
P01330,OPS_IT_B,P1,0,0,0,0,0,0,0
P01331,OPS_IT_B,P1,1,3,0,0,0,3,1
P01332,OPS_IT_B,P1,0,0,0,0,0,0,0
P01333,OPS_IT_B,P1,1,3,1,1,1,3,0
P01334,OPS_IT_B,P1,0,0,0,0,0,0,0
P01335,OPS_IT_B,P1,0,0,0,0,0,0,0
P01336,OPS_IT_B,P1,1,3,0,0,0,3,1
P01337,OPS_IT_B,P1,1,4,1,0,0,3,1
P01338,OPS_IT_B,P1,0,0,0,0,0,0,0
P01339,OPS_IT_B,P1,0,0,0,0,0,0,0
P01340,OPS_IT_B,P1,1,3,0,1,0,3,2
P01341,OPS_IT_B,P1,1,4,0,1,0,2,1
P01342,OPS_IT_B,P1,1,4,0,0,0,2,2
P01343,OPS_IT_B,P1,1,4,1,0,0,3,1
P01344,OPS_IT_B,P1,1,4,1,0,1,2,1
P01345,OPS_IT_B,P1,1,4,1,0,0,3,2
P01346,OPS_IT_B,P1,1,4,1,0,0,3,0
P01347,OPS_IT_B,P1,0,0,0,0,0,0,0
P01348,OPS_IT_B,P1,1,5,2,0,1,3,3
P01349,OPS_IT_B,P1,0,0,0,0,0,0,0
P01350,OPS_IT_B,P1,1,5,0,0,0,3,2
P01351,OPS_IT_B,P1,0,0,0,0,0,0,0
P01352,OPS_IT_B,P1,1,4,1,1,1,3,1
P01353,OPS_IT_B,P1,0,0,0,0,0,0,0
P01354,OPS_IT_B,P1,0,0,0,0,0,0,0
P01355,OPS_IT_B,P1,0,0,0,0,0,0,0
P01356,OPS_IT_B,P1,1,3,2,0,1,2,1
P01357,OPS_IT_B,P1,0,0,0,0,0,0,0
P01358,OPS_IT_B,P1,1,4,1,0,0,3,2
P01359,OPS_IT_B,P1,0,0,0,0,0,0,0
P01360,OPS_IT_B,P1,1,5,0,1,0,4,2
P01361,OPS_IT_B,P1,1,4,2,0,2,3,2
P01362,OPS_IT_B,P1,1,5,1,0,0,3,2
P01363,OPS_IT_B,P1,0,0,0,0,0,0,0
P01364,OPS_IT_B,P1,0,0,0,0,0,0,0
P01365,OPS_IT_B,P1,0,0,0,0,0,0,0
P01366,OPS_IT_B,P1,1,4,0,0,0,2,1
P01367,OPS_IT_B,P1,1,4,2,0,0,3,1
P01368,OPS_IT_B,P1,0,0,0,0,0,0,0
P01369,OPS_IT_B,P1,1,4,0,0,0,3,2
P01370,OPS_IT_B,P1,0,0,0,0,0,0,0
P01371,OPS_IT_B,P1,1,4,2,1,1,4,4
P01372,OPS_IT_B,P1,1,5,1,0,1,3,2
P01373,OPS_IT_B,P1,1,5,2,0,1,4,1
P01374,OPS_IT_B,P1,1,3,1,0,1,3,2
P01375,OPS_IT_B,P1,1,3,1,0,0,2,0
P01376,OPS_IT_B,P1,1,3,1,1,0,3,3
P01377,OPS_IT_B,P1,1,3,0,2,0,3,2
P01378,OPS_IT_B,P1,0,0,0,0,0,0,0
P01379,OPS_IT_B,P1,0,0,0,0,0,0,0
P01380,OPS_IT_B,P1,1,3,1,0,1,3,3
P01381,OPS_IT_B,P1,1,5,1,1,0,3,2
P01382,OPS_IT_B,P1,0,0,0,0,0,0,0
P01383,OPS_IT_B,P1,1,4,1,0,0,2,1
P01384,OPS_IT_B,P1,0,0,0,0,0,0,0
P01385,OPS_IT_B,P1,0,0,0,0,0,0,0
P01386,OPS_IT_B,P1,0,0,0,0,0,0,0
P01387,OPS_IT_B,P1,0,0,0,0,0,0,0
P01388,OPS_IT_B,P1,1,3,0,0,0,3,2
P01389,OPS_IT_B,P1,0,0,0,0,0,0,0
P01390,OPS_IT_B,P1,0,0,0,0,0,0,0
P01391,OPS_IT_B,P1,1,4,1,0,0,3,3
P01392,OPS_IT_B,P1,1,4,0,1,0,2,2
P01393,OPS_IT_B,P1,0,0,0,0,0,0,0
P01394,OPS_IT_B,P1,1,4,1,0,1,3,2
P01395,OPS_IT_B,P1,1,4,2,0,2,3,2
P01396,OPS_IT_B,P1,1,4,3,0,2,3,1
P01397,OPS_IT_B,P1,1,3,1,0,1,2,1
P01398,OPS_IT_B,P1,1,5,2,0,2,2,2
P01399,OPS_IT_B,P1,1,4,2,0,0,2,1
P01400,OPS_IT_B,P1,0,0,0,0,0,0,0
P01401,OPS_IT_B,P1,1,4,1,0,0,2,1
P01402,OPS_IT_B,P1,0,0,0,0,0,0,0
P01403,OPS_IT_B,P1,0,0,0,0,0,0,0
P01404,OPS_IT_B,P1,1,4,0,0,0,2,2
P01405,OPS_IT_B,P1,1,4,1,1,1,3,1
P01406,OPS_IT_B,P1,1,4,2,0,1,3,2
P01407,OPS_IT_B,P1,1,4,1,0,1,3,2
P01408,OPS_IT_B,P1,0,0,0,0,0,0,0
P01409,OPS_IT_B,P1,1,5,1,0,0,3,0
P01410,OPS_IT_B,P1,1,4,1,0,1,2,1
P01411,OPS_IT_B,P1,1,3,0,0,0,3,2
P01412,OPS_IT_B,P1,1,4,1,0,1,2,1
P01413,OPS_IT_B,P1,1,5,3,0,1,3,2
P01414,OPS_IT_B,P1,1,4,1,0,1,3,3
P01415,OPS_IT_B,P1,1,4,2,0,0,3,3
P01416,OPS_IT_B,P1,0,0,0,0,0,0,0
P01417,OPS_IT_B,P1,0,0,0,0,0,0,0
P01418,OPS_IT_B,P1,0,0,0,0,0,0,0
P01419,OPS_IT_B,P1,1,4,2,0,0,2,0
P01420,OPS_IT_B,P1,1,5,1,1,1,2,0
P01421,OPS_IT_B,P1,1,4,2,0,1,3,3
P01422,OPS_IT_B,P1,0,0,0,0,0,0,0
P01423,OPS_IT_B,P1,1,4,1,1,0,3,2
P01424,OPS_IT_B,P1,1,5,2,1,1,3,1
P01425,OPS_IT_B,P1,0,0,0,0,0,0,0
P01426,OPS_IT_B,P1,0,0,0,0,0,0,0
P01427,OPS_IT_B,P1,0,0,0,0,0,0,0
P01428,OPS_IT_B,P1,1,4,1,0,1,3,2
P01429,OPS_IT_B,P1,0,0,0,0,0,0,0
P01430,OPS_IT_B,P1,1,4,1,0,1,2,2
P01431,OPS_IT_B,P1,1,5,0,0,0,3,0
P01432,OPS_IT_B,P1,1,3,0,0,0,2,2
P01433,OPS_IT_B,P1,0,0,0,0,0,0,0
P01434,OPS_IT_B,P1,1,3,1,0,0,2,1
P01435,OPS_IT_B,P1,0,0,0,0,0,0,0
P01436,OPS_IT_B,P1,1,3,1,0,0,3,2
P01437,OPS_IT_B,P1,0,0,0,0,0,0,0
P01438,OPS_IT_B,P1,0,0,0,0,0,0,0
P01439,OPS_IT_B,P1,1,4,4,0,3,4,3
P01440,OPS_IT_B,P1,1,4,2,0,1,4,1
P01441,OPS_IT_B,P1,1,5,2,0,1,3,2
P01442,OPS_IT_B,P1,1,4,1,1,0,3,1
P01443,OPS_IT_B,P1,1,3,2,0,1,2,2
P01444,OPS_IT_B,P1,0,0,0,0,0,0,0
P01445,OPS_IT_B,P1,0,0,0,0,0,0,0
P01446,OPS_IT_B,P1,0,0,0,0,0,0,0
P01447,OPS_IT_B,P1,1,5,1,0,0,4,4
P01448,OPS_IT_B,P1,1,4,1,0,1,2,0
P01449,OPS_IT_B,P1,1,5,0,0,0,2,2
P01450,OPS_IT_B,P1,1,3,1,1,1,2,1
P01451,OPS_IT_B,P1,0,0,0,0,0,0,0
P01452,OPS_IT_B,P1,1,4,2,0,2,3,1
P01453,OPS_IT_B,P1,1,4,0,1,0,4,2
P01454,OPS_IT_B,P1,0,0,0,0,0,0,0
P01455,OPS_IT_B,P1,1,5,1,0,1,3,1
P01456,OPS_IT_B,P1,1,3,0,1,0,4,2
P01457,OPS_IT_B,P1,1,4,0,2,0,3,1
P01458,OPS_IT_B,P1,0,0,0,0,0,0,0
P01459,OPS_IT_B,P1,1,4,2,0,1,3,1
P01460,OPS_IT_B,P1,0,0,0,0,0,0,0
P01461,OPS_IT_B,P1,0,0,0,0,0,0,0
P01462,OPS_IT_B,P1,1,4,2,0,2,3,3
P01463,OPS_IT_B,P1,1,3,3,1,0,2,1
P01464,OPS_IT_B,P1,0,0,0,0,0,0,0
P01465,OPS_IT_B,P1,1,4,2,0,2,3,2
P01466,OPS_IT_B,P1,1,3,0,0,0,2,1
P01467,OPS_IT_B,P1,1,4,2,1,1,3,3
P01468,OPS_IT_B,P1,0,0,0,0,0,0,0
P01469,OPS_IT_B,P1,0,0,0,0,0,0,0
P01470,OPS_IT_B,P1,1,5,1,1,1,4,3
P01471,OPS_IT_B,P1,0,0,0,0,0,0,0
P01472,OPS_IT_B,P1,1,5,1,0,1,2,0
P01473,OPS_IT_B,P1,1,4,2,0,1,4,2
P01474,OPS_IT_B,P1,1,4,1,1,0,2,1
P01475,OPS_IT_B,P1,1,3,0,0,0,3,2
P01476,OPS_IT_B,P1,1,4,0,0,0,3,0
P01477,OPS_IT_B,P1,1,5,3,1,1,3,2
P01478,OPS_IT_B,P1,0,0,0,0,0,0,0
P01479,OPS_IT_B,P1,1,4,1,0,0,3,2
P01480,OPS_IT_B,P1,1,5,1,0,0,4,3
P01481,OPS_IT_B,P1,1,3,1,0,1,3,1
P01482,OPS_IT_B,P1,1,4,1,0,1,2,2
P01483,OPS_IT_B,P1,1,4,2,0,2,4,2
P01484,OPS_IT_B,P1,1,4,1,0,1,2,1
P01485,OPS_IT_B,P1,1,5,1,0,0,2,2
P01486,OPS_IT_B,P1,1,4,1,0,1,3,2
P01487,OPS_IT_B,P1,1,5,1,0,0,3,0
P01488,OPS_IT_B,P1,1,3,3,0,1,2,1
P01489,OPS_IT_B,P1,1,3,0,1,0,4,2
P01490,OPS_IT_B,P1,1,4,0,0,0,2,1
P01491,OPS_IT_B,P1,1,4,1,0,0,2,2
P01492,OPS_IT_B,P1,0,0,0,0,0,0,0
P01493,OPS_IT_B,P1,1,3,0,0,0,4,3
P01494,OPS_IT_B,P1,1,3,0,0,0,2,1
P01495,OPS_IT_B,P1,1,4,0,1,0,2,1
P01496,OPS_IT_B,P1,1,4,1,0,0,4,1
P01497,OPS_IT_B,P1,1,5,1,0,0,3,1
P01498,OPS_IT_B,P1,1,3,1,0,0,4,1
P01499,OPS_IT_B,P1,1,5,1,0,0,2,2
P01500,OPS_IT_B,P1,1,3,0,0,0,3,2
P01501,OPS_IT_B,P1,1,5,1,1,1,2,2
P01502,OPS_IT_B,P1,1,4,1,0,0,3,2
P01503,OPS_IT_B,P1,1,3,3,0,2,3,3
P01504,OPS_IT_B,P1,0,0,0,0,0,0,0
P01505,OPS_IT_B,P1,0,0,0,0,0,0,0
P01506,OPS_IT_B,P1,1,3,1,0,1,3,3
P01507,OPS_IT_B,P1,1,3,0,0,0,2,2
P01508,OPS_IT_B,P1,1,4,1,0,0,3,0
P01509,OPS_IT_B,P1,0,0,0,0,0,0,0
P01510,OPS_IT_B,P1,1,5,0,0,0,2,1
P01511,OPS_IT_B,P1,1,5,0,0,0,2,1
P01512,OPS_IT_B,P1,1,3,1,0,1,3,2
P01513,OPS_IT_B,P1,1,4,1,2,0,3,0
P01514,OPS_IT_B,P1,0,0,0,0,0,0,0
P01515,OPS_IT_B,P1,1,3,1,0,0,3,3
P01516,OPS_IT_B,P1,1,4,2,2,0,3,2
P01517,OPS_IT_B,P1,0,0,0,0,0,0,0
P01518,OPS_IT_B,P1,1,3,0,1,0,3,2
P01519,OPS_IT_B,P1,1,4,1,0,1,3,0
P01520,OPS_IT_B,P1,0,0,0,0,0,0,0
P01521,OPS_IT_B,P1,0,0,0,0,0,0,0
P01522,OPS_IT_B,P1,0,0,0,0,0,0,0
P01523,OPS_IT_B,P1,1,4,0,0,0,2,2
P01524,OPS_IT_B,P1,1,4,0,0,0,4,3
P01525,OPS_IT_B,P1,0,0,0,0,0,0,0
